press,title,tokenized
연합뉴스,"중국, 5천만원 넘는 전기차 보조금 배제..테슬라 딱 걸려","['중국', '전기차', '보조금', '배제', '테슬라']"
뉴시스,"최태원 SK회장, 정의선 만나 '전기차 배터리' 협력 논의","['최태원', '회장', '정의선', '전기차', '배터리', '협력', '논의']"
조선비즈,상반기 전기차 판매 23% 늘었지만.. 테슬라 보조금 900억 '꿀꺽',"['상반기', '전기차', '판매', '테슬라', '보조금', '꿀꺽']"
채널A,"[주말&경제]전기차, 세계에선 '질주' 한국에선 '후진'..왜?","['주말', '경제', '전기차', '세계', '질주', '한국', '후진', '왜']"
전자신문,"""애플, 2024년 전기차 생산..화재 위험 낮은 LFP 배터리 채택""","['애플', '전기차', '생산', '화재', '위험', '배터리', '채택']"
연합뉴스,"전기차 3위 노리는 현대차, 배터리 동맹 가속화(종합)","['전기차', '위', '현대차', '배터리', '동맹', '가속', '종합']"
조선비즈,"수입 전기차, 국내서 고속질주..하반기 신차 봇물","['수입', '전기차', '국내', '고속', '질주', '하반기', '신차', '봇물']"
중앙일보,"바이든 시대, 전기차 늘어난다..""한국 전기차 시험장 될 것""","['바이든', '시대', '전기차', '한국', '전기차', '시험', '것']"
연합뉴스,"""전기차 배터리 시장 2∼3년간 각축전..기술력이 좌우""","['전기차', '배터리', '시장', '축전', '기술', '좌우']"
국민일보,소형- 준중형 SUV·전기차 '격전장' 된 인도,"['소형', '준', '중형', '전기차', '격전', '인도']"
머니투데이,글로벌 전기차 시대..팔라듐값 제자리걸음,"['글로벌', '전기차', '시대', '팔라듐', '값', '제자리걸음']"
국민일보,"""초반에 처지면 못따라잡는다"" 전기차 협력 열풍 이면엔..","['초반', '처지', '전기차', '협력', '열풍', '이면']"
조선비즈,코로나 암초 만난 韓 전기차 배터리..올해 신규 수주 '비상',"['코로나', '암초', '만난', '전기차', '배터리', '올해', '신규', '수주', '비상']"
연합뉴스,법정 계량기로 처음 인증된 전기차 충전기 서비스 시작,"['법정', '계량기', '처음', '인증', '전기차', '충전기', '서비스', '시작']"
머니투데이,"독이 된 전기차 보조금..'사람들, 테슬라 사더라'","['독', '전기차', '보조금', '사람', '테슬라']"
지디넷코리아,전기차 힘주는 아우디폭스바겐코리아..안전 대책은 '물음표',"['전기차', '아우디', '폭스바겐', '코리아', '안전', '대책', '물음표']"
한국경제TV,클래식 입힌 전기차..레트로 감성에겐 훌륭한 대안,"['클래식', '전기차', '레트로', '감성', '대안']"
조선비즈,"내년 고가 전기차 보조금 상한제, 관건은 6000만원대 車?","['내년', '고가', '전기차', '보조금', '상한', '제', '관건']"
중앙일보,"'람보르기니도 버린다'..폴크스바겐 전기차 올인, 현대차는?","['람보르기니', '폴크스바겐', '전기차', '올인', '현대차']"
지디넷코리아,[조재환의 EV세상] 코나 전기차 일부 SK 배터리 탑재?..소비자 혼란,"['조재환', '세상', '코', '전기차', '일부', '배터리', '탑재', '소비자', '혼란']"
파이낸셜뉴스,기아차 '전기차·모빌리티'에 미래 건다.. 5년간 29兆 투자,"['기아차', '전기차', '모빌리티', '미래', '건', '투자']"
뉴시스,[車블랙박스]올해 수입 전기차 4배↑..내년 신차 대거 출시,"['블랙박스', '올해', '수입', '전기차', '배', '내년', '신차', '대거', '출시']"
전자신문,"다이슨, 포기한 전기차 이미지 연이어 공개..왜?","['다이슨', '포기', '전기차', '이미지', '이', '공개', '왜']"
시사저널,전기차 경쟁보다 더 뜨거운 '배터리 전쟁',"['전기차', '경쟁', '더', '배터리', '전쟁']"
연합뉴스TV,바이든 순풍에 전기차 세상 '성큼'..車업계 대응 박차,"['바이든', '순풍', '전기차', '세상', '성큼', '업계', '대응', '박차']"
조선비즈,[단독] 불합리한 전기차 대차(貸車) 기준 바꾼다.. 크기 대신 출력,"['단독', '불합리', '전기차', '대차', '기준', '크기', '대신', '출력']"
조선비즈,전기차 배터리로 에어컨을 켠다고? 주목 받는 V2G 기술,"['전기차', '배터리', '에어컨', '주목', '기술']"
조선비즈,"벤츠 S클래스 전기차 컨셉트카 EQS 국내 공개 .. ""전기차도 벤츠답게""","['벤츠', '클래스', '전기차', '컨셉트카', '국내', '공개', '전기차', '벤츠', '답']"
매일경제,'전기차배터리' 유럽의 반격..韓과 전쟁 예고,"['전기차', '배터리', '유럽', '반격', '과', '전쟁', '예고']"
아이뉴스24,차일피일 미루던 중국산 전기차..내년 한국시장 노크,"['차일피일', '중국산', '전기차', '내년', '한국', '시장', '노크']"
연합뉴스,"GM, 전기차 생산 늘리려 20억달러 투자..'전기 허머'도 공개","['전기차', '생산', '투자', '전기', '허머', '도', '공개']"
머니투데이,"전기차 배터리 3인방 실적, 이제부터가 찐이야~","['전기차', '배터리', '인방', '실적', '이제']"
SBS,"테슬라 ""3년 내 반값 전기차""..'깜짝 발표' 없었다","['테슬라', '내', '반값', '전기차', '깜짝', '발표']"
MBC,"또 불탄 전기차 '코나'..""배터리 결함 때문?""","['또', '전기차', '코', '배터리', '결함', '때문']"
지디넷코리아,"스타트업 '카누', 전기차 생산 및 서비스 혁신할까?","['스타트업', '카누', '전기차', '생산', '및', '서비스', '혁신']"
연합뉴스,전기차 배터리·수소차 연료전지 특허출원 활발,"['전기차', '배터리', '수소차', '연료', '전지', '특허', '출원', '활발']"
전자신문,"""배터리 정말 비쌀까?""..전기차 배터리 비중 20%까지 떨어졌다","['배터리', '정말', '전기차', '배터리', '비중']"
전자신문,[이슈분석]친환경 규제 강화에 전기차 485종..본격 경쟁 판 깔렸다,"['이슈', '분석', '친환경', '규제', '강화', '전기차', '종', '본격', '경쟁', '판']"
연합뉴스,"GM, 한국산 배터리 장착 전기차 6만9천대 리콜..""화재 위험""(종합)","['국산', '배터리', '장착', '전기차', '리콜', '화재', '위험', '종합']"
지디넷코리아,"[조재환의 EV세상] 국과수, 코나 전기차 화재 검증 능력 있나","['조재환', '세상', '국과수', '코', '전기차', '화재', '검증', '능력']"
조선비즈,"[단독] 정의선, 10월 싱가포르行 검토..글로벌 전기차 시장 선점 시동","['단독', '정의선', '싱가포르', '검토', '글로벌', '전기차', '시장', '선점', '시동']"
한국경제TV,성장판 열린 전기차..'그린뉴딜'에 '씽씽',"['장판', '전기차', '그린', '뉴딜']"
머니투데이,뉴욕 상륙한 中 전기차에 '서학 개미'가 몰린다,"['뉴욕', '상륙', '전기차', '서학', '개미']"
한겨레,"정의선, 이번엔 구광모와 만나..전기차 배터리 광폭 행보","['정의선', '이번', '구광모', '전기차', '배터리', '광폭', '행보']"
MBC,'로봇' 잡고 '전기차'도..새 먹거리 찾아 인수합병,"['로봇', '잡고', '전기차', '도', '새', '먹거리', '인수합병']"
경향신문,올해 전기차 국고보조금 최대 820만원 '친환경 차등'..저소득층 10% 추가 지원,"['올해', '전기차', '국고', '보조금', '최대', '친환경', '차등', '소득', '층', '추가', '지원']"
한국경제TV,"GM ""전기차·자율주행에 23조원 투자""","['전기차', '자율', '주행', '투자']"
연합뉴스,정의선·구광모 첫 회동..전기차 배터리 협력 강화,"['정의선', '구광모', '첫', '회', '전기차', '배터리', '협력', '강화']"
머니투데이,그린뉴딜 숨은 보석..수명 다한 전기차 '폐배터리',"['그린', '뉴딜', '보석', '수명', '다한', '전기차', '폐', '배터리']"
지디넷코리아,"국토부, 코나 전기차 리콜 방식 논란에 ""공식 입장 없다""","['국토부', '코', '전기차', '리콜', '방식', '논란', '공식', '입장']"
지디넷코리아,"폭스바겐 전기차 국내 투입 계획, 다음달 윤곽 나온다","['폭스바겐', '전기차', '국내', '투입', '계획', '다음', '달', '윤곽']"
중앙일보,"전기차 화재에 잇단 리콜..K 배터리, 시험대 올랐다","['전기차', '화재', '리콜', '배터리', '시험대']"
뉴시스,"현대·기아차, 英 '어라이벌'에 전략투자..상용 전기차 공동개발","['현대', '기아차', '벌', '전략', '투자', '상용', '전기차', '공동', '개발']"
연합뉴스TV,"""유럽시장을 잡아라""..한·중·일 전기차 배터리 대전","['유럽', '시장', '중', '일', '전기차', '배터리', '대전']"
연합뉴스,"제주 국제전기차엑스포 6월 개막..""관람객 안전 최우선""","['제주', '국제', '전기차', '엑스포', '개막', '관람객', '안전', '최', '우선']"
파이낸셜뉴스,전기차 충전 방해 민원 갈수록 늘지만 단속은 '유명무실',"['전기차', '충전', '방해', '민원', '갈수록', '늘', '단속', '유명무실']"
세계일보,"픽업트럭 올라탄 전기차 .. 현대차, 가세할까","['픽업', '트럭', '전기차', '현대차', '가세']"
중앙SUNDAY,"한전 적자 줄이기에, 전기차 충전 인프라 '방전' 위기","['한전', '적자', '전기차', '충전', '인프라', '방전', '위기']"
연합뉴스,"""전기 없다면서 웬 전기차""..트럼프 행정부, 캘리포니아에 제동","['전기', '웬', '전기차', '트럼프', '행정부', '캘리포니아', '제동']"
뉴시스,삼성 이재용·현대차 정의선 단독 회동..'전기차 배터리 동맹' 물꼬(종합2보),"['삼성', '이재용', '현대차', '정의선', '단독', '회', '전기차', '배터리', '동맹', '물꼬', '종합', '보']"
일간스포츠,"8.5배 성장한 수입 전기차, 뒷걸음질 친 국산차","['배', '수입', '전기차', '뒷걸음질', '친', '국산', '차']"
조선일보,전기차는 정말 친환경車일까?,"['전기차', '정말', '친환경']"
전자신문,"국민 95% ""전기차 구매 의사 있다""..선호 브랜드는 '테슬라'","['국민', '전기차', '구매', '의사', '선호', '브랜드', '테슬라']"
매일경제,전기차 생활 속으로..1000만원 싸지고 집에서 쉽게 충전,"['전기차', '생활', '속', '집', '충전']"
중앙일보,정의선-구광모 첫 단독 회동..국내 전기차 동맹 확대,"['정의선', '구광모', '첫', '단독', '회', '국내', '전기차', '동맹', '확대']"
아이뉴스24,[전기차 가속페달] 코로나19 사태 넘어서 성장 이어간다,"['전기차', '가속', '페달', '코로나', '사태', '성장', '간다']"
전자신문,"상반기 전기차 판매 23%↑..""테슬라, 보조금 45% 휩쓸어""","['상반기', '전기차', '판매', '테슬라', '보조금']"
KBS,中 바이튼 '생산 중단'..전북 전기차 산업 여파는?,"['바', '이튼', '생산', '중단', '전북', '전기차', '산업', '여파']"
지디넷코리아,크기 키우고 배터리 국산화..초소형 전기차 달라진다,"['크기', '배터리', '국산', '초소', '전기차']"
중앙일보,25년 iCar 출시?..애플의 전기차 출사표에 떨고 있는 테슬라,"['출시', '애플', '전기차', '출사표', '테슬라']"
머니투데이,전기차 판매량 23% 늘었지만..보조금 테슬라가 43% '꿀꺽',"['전기차', '판매량', '보조금', '테슬라', '꿀꺽']"
전자신문,내년 승용 전기차 보조금 100만원 깎인다..보급량 올해보다 2만대↑,"['내년', '승용', '전기차', '보조금', '보', '급량', '올해']"
연합뉴스,올해 첫 수출 전기차 평택항 출발..선적차량의 과반이 친환경차,"['올해', '첫', '수출', '전기차', '평택', '항', '출발', '선적', '차량', '과반', '친환', '경차']"
지디넷코리아,"포르쉐코리아 대표 ""전기차 보조금, 타이칸 구매 결정적 요인 아냐""","['포르쉐', '코리아', '대표', '전기차', '보조금', '타이', '칸', '구매', '결정', '요인']"
뉴시스,"기아차, 29조 투자해 전기차·모빌리티 솔루션 '승부수'(종합)","['기아차', '투자', '전기차', '모빌리티', '솔루션', '승부', '수', '종합']"
뉴시스,[車블랙박스]'3천만원↓ 전기차' 시대 앞당겨지나..배터리·보조금이 관건,"['블랙박스', '전기차', '시대', '배터리', '보조금', '관건']"
뉴시스,"다이슨, 전기차 프로젝트 미공개 사진·영상 추가 발표","['다이슨', '전기차', '프로젝트', '공개', '사진', '영상', '추가', '발표']"
매일경제,내년부터 고가 전기차 지원금 자른다..테슬라·벤츠 등 외제차 타격,"['내년', '고가', '전기차', '원금', '테슬라', '벤츠', '등', '외제차', '타격']"
지디넷코리아,"EV트렌드코리아 ""설문 응답자 95%, 전기차 구매 의사 있다""","['트렌드', '코리아', '설문', '응답', '전기차', '구매', '의사']"
지디넷코리아,"김현미 ""코나 전기차 화재 조사 결과 문제 발견되면 책임 묻겠다""","['김현미', '코', '전기차', '화재', '조사', '결과', '문제', '발견', '책임']"
정책브리핑,붕붕붕 우편물을 실으면 힘이 나는 꼬마 전기차,"['붕붕', '붕', '우편물', '실으', '힘', '나', '꼬마', '전기차']"
경향신문,"한국서도 전기차 충전 끝, 달릴 일만 남았다","['한국', '서도', '전기차', '충전', '끝', '일만']"
파이낸셜뉴스,"제네시스, SUV·전기차 확대..북미 고급차 시장 공략","['제네시스', '전기차', '확대', '북미', '고급', '차', '시장', '공략']"
중앙일보,"정의선, 땅 말고 하늘에 베팅..수직이착륙 전기차 띄운다","['정의선', '땅', '하늘', '베팅', '수직이착륙', '전기차']"
뉴시스,배터리가격 가파른 하락..전기차 대량생산 '성큼',"['배터리', '가격', '가파른', '하락', '전기차', '대량생산', '성큼']"
머니투데이,"'전기차 왕국' 유럽, 中을 제쳤다..코로나 시대에 급성장","['전기차', '왕국', '유럽', '제', '코로나', '시대', '급성']"
뉴시스,"[올댓차이나] 中 전기차 샤오펑, 광저우에 6800억 투입 제2공장 건설","['차이나', '전기차', '샤오펑', '광저우', '투입', '제', '공장', '건설']"
뉴시스,[車블랙박스]코로나19와 전기차 전성시대,"['블랙박스', '코로나', '전기차', '전성', '시대']"
뉴시스,"文대통령, 전기차 대표에 '엄지척'..장관엔 수출강국 '독려'","['대통령', '전기차', '대표', '엄지', '척', '장관', '수출', '강국', '독려']"
중앙일보,치열해진 세계 전기차 시장.. 테슬라 독주 속 폴크스바겐 추격,"['세계', '전기차', '시장', '테슬라', '독주', '속', '폴크스바겐', '추격']"
전자신문,'전기 뽑아쓴다'..내년에 나오는 국산 전기차 '차박' 돌풍 예고,"['전기', '내년', '국산', '전기차', '차박', '돌풍', '예고']"
지디넷코리아,[조재환의 EV세상] 여전히 전기차 충전 방해 근절 대책 없는 정부,"['조재환', '세상', '전기차', '충전', '방해', '근절', '대책', '정부']"
머니투데이,'빅뉴스' 없었던 테슬라 배터리데이..'2900만원 반값 전기차'는 솔깃,"['빅뉴스', '테슬라', '배터리', '데이', '반값', '전기차', '솔깃']"
뉴시스,[올댓차이나] 중국 전기차 스타트업 샤오펑 6000억 자금조달,"['차이나', '중국', '전기차', '스타트업', '샤오펑', '자금', '조달']"
연합뉴스,수입 전기차 판매는 날개 달았는데 국산 전기차는 뒷걸음질,"['수입', '전기차', '판매', '날개', '국산', '전기차', '뒷걸음질']"
지디넷코리아,"현대차·LG, 새로운 'E-GMP' 전기차 함께 만든다","['현대차', '전기차']"
연합뉴스,전기차 보조금 기준 손질 착수..테슬라 등 고가 차량 제외 검토,"['전기차', '보조금', '기준', '손질', '착수', '테슬라', '등', '고가', '차량', '제외', '검토']"
뉴시스,독일 '전기차 전환' 본격화..일자리 40만개 없어진다,"['독일', '전기차', '전환', '본격', '일자리']"
지디넷코리아,"국과수, 코나 전기차 화재 2건 조사 시작 안 했다","['국과수', '코', '전기차', '화재', '건', '조사', '시작', '안']"
연합뉴스,코로나19에도 전기차·수소차 수출 '씽씽',"['코로나', '전기차', '수소차', '수출']"
연합뉴스,정의선-최태원도 만났다..미래 전기차 배터리 협력 논의,"['정의선', '최태원', '미래', '전기차', '배터리', '협력', '논의']"
지디넷코리아,"전원 꺼진 전기차 완속충전기..정부·지자체 서로 ""네 책임""","['전원', '전기차', '완', '충전기', '정부', '지자체', '서로', '네', '책임']"
한경비즈니스,라이벌 속속 뛰어드는데..삼성이 전기차 안 만드는 이유,"['라이벌', '삼성', '전기차', '안', '이유']"
매일경제,"'방전 공포증' 스톱..'충전 백신' 맵퍼스 ""전기차 '살맛'나죠""","['방전', '공포증', '스톱', '충전', '백신', '맵', '퍼스', '전기차', '살맛']"
한국경제,"""2030년 세계 車 시장, 전기차 비중이 31%""","['세계', '시장', '전기차', '비중']"
지디넷코리아,[시승기] 디자인으로 압도하는 도심형 전기차..푸조 e-208,"['승기', '디자인', '압도', '도심', '전기차', '푸조']"
뉴시스,세계 완성차업체 전기차 플랫폼 '집중'..내년부터 진짜경쟁,"['세계', '완성', '차', '업체', '전기차', '플랫폼', '집중', '내년', '진짜', '경쟁']"
뉴시스,정의선·구광모 만난다..전기차 배터리 협업 논의,"['정의선', '구광모', '전기차', '배터리', '협업', '논의']"
연합뉴스,현대기아차 작년 전기차 6만3천대 수출..전년의 2.3배 '껑충',"['현대', '기아차', '작년', '전기차', '수출', '년', '배', '껑충']"
오토타임즈,[하이빔]충전 잦아지는 겨울 전기차,"['하이', '빔', '충전', '겨울', '전기차']"
한국경제,전기차 1000만원 싸게 못 산다..코로나에 바닥난 보조금,"['전기차', '못', '산다', '코로나', '보조금']"
노컷뉴스,"벤츠 'S클래스 전기차' EQS, EQC 부진 넘어설까","['벤츠', '클래스', '전기차', '부진']"
전자신문,[ET시선]'당근과 채찍' 필요한 전기차 시장,"['시선', '당근', '채찍', '전기차', '시장']"
연합뉴스,"머스크 ""5일 남았다..올해 전기차 50만대 납품 전력투구""","['머스크', '올해', '전기차', '납품', '전력', '투구']"
지디넷코리아,문 잠겼던 '양재 전기차 집중형 충전소' 다시 가보니,"['문', '양재', '전기차', '집중', '충전', '소', '다시']"
파이낸셜뉴스,내년 서울 전기차 보조금 1100만원..올해보다 소폭 감소,"['내년', '서울', '전기차', '보조금', '올해', '폭', '감소']"
뉴시스,"[車블랙박스]포니, 뉴트로 열풍타고 전기차로 내년 출시","['블랙박스', '포니', '뉴트', '열풍', '타고', '전기차', '내년', '출시']"
뉴시스,美 대선 끝나자 매수 나서는 서학개미..전기차 쇼핑 나섰다,"['대선', '매수', '서학', '개미', '전기차', '쇼핑']"
조선일보,"20분 충전, 500km 주행.. 속도내는 '진짜 전기차' 전쟁","['충전', '주행', '속도', '진짜', '전기차', '전쟁']"
일간스포츠,상반기 570% 성장한 수입 전기차..하반기도 달린다,"['상반기', '수입', '전기차', '하반기', '달린다']"
동아일보,바이든이면 더 좋겠지만..美대선 누가 당선돼도 전기차 '활짝',"['바이든', '더', '대선', '누가', '당선', '전기차', '활짝']"
한국경제,[단독] 제네시스 G80 전기차·G70 왜건형 나온다,"['단독', '제네시스', '전기차', '왜', '건형']"
중앙일보,코로나 뚫은 전기차 3분기 판매 사상최대..올 300만대 넘긴다,"['코로나', '전기차', '판매', '사상', '최대']"
매경이코노미,테슬라發 '카마겟돈' 전기차의 무한질주,"['테슬라', '카마', '겟돈', '전기차', '무한', '질주']"
노컷뉴스,[고재일의 뉴스톡]제주 전기차 2만대..관련산업은?,"['재일', '뉴스', '톡', '제주', '전기차', '관련', '산업']"
연합뉴스,"현대기아차, 英어라이벌에 1억유로 전략투자..상용전기차 개발","['현대', '기아차', '벌', '전략', '투자', '상용', '전기차', '개발']"
지디넷코리아,"올해 코나 전기차 실구매가, 작년보다 140만원 이상 상승","['올해', '코', '전기차', '실', '구매', '작년', '이상', '상승']"
데일리안,낙폭과대 전기차株..미끄럼 뒤 반등동력 되찾나,"['낙폭', '과대', '전기차', '미끄럼', '뒤', '반등', '동력']"
세계일보,"전기차·자율주행 결합, 차량 공유로.. 미래차 시대 '성큼' [모빌리티 전방위 융복합 본격화]","['전기차', '자율', '주행', '결합', '차량', '공유', '미래', '차', '시대', '성큼', '모빌리티', '방위', '융', '복합', '본격']"
뉴시스,"기아차, 2025년까지 전기차 등 29조 투자..영업이익률 6% 달성","['기아차', '전기차', '등', '투자', '영업', '이익', '률', '달성']"
한국경제TV,660% vs 4.4%..수입 전기차 판매 '폭발적',"['수입', '전기차', '판매', '폭발']"
중앙일보,전기차 판도 바꾼 진격의 테슬라..신차 부재 국내 시장 접수,"['전기차', '판도', '진격', '테슬라', '신차', '부재', '국내', '시장', '접수']"
지디넷코리아,"코나 전기차 화재 원인, 왜 냉각수 문제는 고려 안하나","['코', '전기차', '화재', '원인', '왜', '냉각수', '문제', '고려', '안', '하나']"
중앙일보,"점점 뜨거워지는 전기차 경쟁..혼다, 10월 첫 전기차 양산","['점점', '전기차', '경쟁', '혼다', '첫', '전기차', '양산']"
YTN,[생생경제] 현대 전기차 베터리3파전? '경쟁'보다 '협업'의미 더 커,"['생생', '경제', '현대', '전기차', '베터리', '파전', '경쟁', '협업', '의미', '더']"
SBS Biz,[이슈분석] 대망의 테슬라 '배터리 데이'..전기차 배터리 미래는?,"['이슈', '분석', '대망', '테슬라', '배터리', '데이', '전기차', '배터리', '미래']"
연합뉴스,中 지리 전기차 출시 앞서 전시장 확충..테슬라와 일전 예고,"['지리', '전기차', '출시', '앞서', '전시장', '확충', '테슬라', '일전', '예고']"
세계일보,"전기차 '사용 후 배터리' 재활용, 차세대 먹거리로 뜨나","['전기차', '사용', '후', '배터리', '재활용', '차세대', '먹거리']"
머니투데이,포터·봉고 EV는 벌써 인기..내년 '전기차 대중화' 예산 1兆,"['포터', '봉고', '벌써', '인기', '내년', '전기차', '대중화', '예산']"
전자신문,"쌍용 전기차 '코란도 e-모션', 시험생산 시작..미래차 경쟁력 강화도 추진","['쌍용', '전기차', '코란도', '모션', '시험', '생산', '시작', '미래', '차', '경쟁력', '강화도', '추진']"
지디넷코리아,"일론 머스크 ""2천만 원대 전기차 내놓겠다""","['론', '머스크', '원대', '전기차']"
연합뉴스,글로벌 전기차 업체 화재로 잇단 리콜..'K-배터리'도 곤혹,"['글로벌', '전기차', '업체', '화재', '리콜', '배터리', '도', '곤혹']"
중앙일보,"전기차 주가 급등하는데..美캐딜락 딜러들 ""전기차 안 판다""","['전기차', '주가', '급등', '캐딜락', '딜러', '전기차', '안', '판다']"
지디넷코리아,"제주 국제전기차엑스포, 12월로 또 연기","['제주', '국제', '전기차', '엑스포', '또', '연기']"
한국경제TV,'외제차보다 무섭다'..전기차 배터리 교체비만 수천만원,"['외제차', '전기차', '배터리', '교체', '비만', '만원']"
지디넷코리아,수입 전기차 돌풍 이끈 테슬라 모델3..성과와 과제,"['수입', '전기차', '돌풍', '테슬라', '모델', '성과', '과제']"
노컷뉴스,"정의선 ""5년내 세계 1위""..'전기차 대박' 선언","['정의선', '세계', '위', '전기차', '대박', '선언']"
아이뉴스24,"""전기차 시장, 이젠 티핑포인트에 이르렀다""","['전기차', '시장', '젠', '티핑', '포인트', '이르렀다']"
조선일보,"전기차 시장 꽃피는데, 중국이 부품산업 싹쓸이할 판","['전기차', '시장', '꽃', '중국', '부품', '산업', '싹', '판']"
머니투데이,사우디서도 달린다..현대차 수소전기차 라인업은?,"['사우디', '서도', '달린다', '현대차', '수소', '전기차', '라인업']"
JTBC,논란의 '전기차 코나' 국내 단종 검토..차주는 불안,"['논란', '전기차', '코', '국내', '단종', '검토', '차주', '불안']"
연합뉴스,"GM, 전기차 생산에 20억달러 투자..오프로드 전기차 '허머' 공개(종합)","['전기차', '생산', '투자', '오프로드', '전기차', '허머', '공개', '종합']"
연합뉴스,"아우디폭스바겐코리아 ""내년 전기차 포함 20종 이상 출시""","['아우디', '폭스바겐', '코리아', '내년', '전기차', '포함', '종', '이상', '출시']"
동아일보,전기차 보조금 줬더니.. 테슬라만 16배 폭풍성장,"['전기차', '보조금', '테슬라', '배', '폭풍성']"
머니투데이,"제주도, 전기차 '충전기 공유' 사업화 착수","['제주도', '전기차', '충전기', '공유', '사업', '착수']"
아이뉴스24,韓전기차 시장 개척한 'SM3 Z.E.'..올 연말 판매 종료,"['전기차', '시장', '개척', '연말', '판매', '종료']"
동아일보,전기차는 매년 느는데..충전소 인프라 '소걸음'에 곳곳서 갈등,"['전기차', '매년', '충전', '소', '인프라', '걸음', '곳곳', '갈등']"
KBS,"[ET] 애플, 전기차 시장 등판?..K-배터리 영향은?","['애플', '전기차', '시장', '등판', '배터리', '영향']"
데일리안,"""전기차 비싸게 살 필요 있나?""..르노삼성 SM3 Z.E.-르노 트위지","['전기차', '살', '필요', '르노', '삼성', '르노', '트위']"
지디넷코리아,[조재환의 EV세상] 비 맞으며 전기차 충전 언제까지?,"['조재환', '세상', '비', '전기차', '충전', '언제']"
IT동아,"갈 길 먼 전기차 충전 인프라, 대안은 없을까","['길', '전기차', '충전', '인프라', '대안']"
한국경제TV,비 많이 오는데..전기차 괜찮을까?,"['비', '전기차']"
연합뉴스,"한국기업 배터리 장착 전기차 모델, 中보조금 목록 포함돼","['한국', '기업', '배터리', '장착', '전기차', '모델', '보조금', '목록', '포함']"
시사저널,전기차가 쏘아올린 자동차 혁명,"['전기차', '자동차', '혁명']"
오토타임즈,"폭스바겐, 가격 '확' 낮춘 전기차 내놓을까?","['폭스바겐', '가격', '확', '전기차']"
전자신문,"서울, 전기차 보급 대수 7년만에 '제주' 앞섰다","['서울', '전기차', '보급', '대수', '제주']"
연합뉴스,"현대차-그랩, 인니 코로나 지정병원서 셔틀 전기차 운행","['현대차', '랩', '인니', '코로나', '정병', '셔틀', '전기차', '운행']"
KBS,"文 대통령 ""수소·전기차 육성""..울산이 '거점'","['대통령', '수소', '전기차', '육성', '울산', '거점']"
한국경제,"""제2의 반도체 잡아라""..세계는 전기차 배터리 '전쟁'","['제', '의', '반도체', '세계', '전기차', '배터리', '전쟁']"
파이낸셜뉴스,"GM ""전기차·자율주행차에 200억弗 투자.. 테슬라 잡겠다""","['전기차', '자율', '행차', '투자', '테슬라']"
지디넷코리아,올해 전기·수소전기차 누적 20만대 시대 열린다,"['올해', '전기', '수소', '전기차', '누적', '시대', '린다']"
뉴시스,내달 4일 'EV 트렌드 코리아 2020'..인기 전기차 한 자리에,"['내달', '트렌드', '코리아', '인기', '전기차', '자리']"
지디넷코리아,내년 전기차 국고보조금 100만원 줄어든 '최대 700만원',"['내년', '전기차', '국고', '보조금', '최대']"
연합뉴스,전기차 정기검사 때 배터리 확인..검사 기준 더 깐깐해진다,"['전기차', '정기', '검사', '때', '배터리', '확인', '검사', '기준', '더']"
전자신문,[이슈분석]전기차 넘보는 수입차..고성능 프리미엄 '6종' 하반기 데뷔,"['이슈', '분석', '전기차', '수입', '차', '고성능', '프리미엄', '종', '하반기', '데뷔']"
연합뉴스,"기아차, 전기차 공유사업 진출하나..코드42와 '퍼플엠' 설립","['기아차', '전기차', '공유', '사업', '진출', '하나', '코드', '퍼플', '엠', '설립']"
디지털타임스,"르노삼성, 전기차 한 우물만 팠다..""줄어든 보조금 채워드려요""","['르노', '삼성', '전기차', '우물', '보조금']"
지디넷코리아,비행기 닮은 태양광 전기차 나왔다,"['비행기', '태양광', '전기차']"
중앙일보,전기차 혹한시험 테슬라 제쳤다..코나 1등 이끈 건 열관리 기술력,"['전기차', '혹', '시험', '테슬라', '제', '코', '건', '관리', '기술']"
뉴시스,"한국타이어, 국산 기술로 '전기차 타이어' 시장도 선도","['한국', '타이어', '국산', '기술', '전기차', '타이어', '시장', '선도']"
지디넷코리아,"""수소전기차 기술은 최고지만, 충전소가 큰 걸림돌""","['수소', '전기차', '기술', '최고', '충전', '소가', '돌']"
중앙일보,"현대∙기아차 전기차 수출 '껑충'..""코나∙니로 이미 흑자""","['현대', '기아차', '전기차', '수출', '껑충', '코', '니', '흑자']"
연합뉴스,"GM, 코로나에도 전기차 투자 속도..""韓 연구소 인력 25% 투입""","['코로나', '전기차', '투자', '속도', '연구소', '인력', '투입']"
지디넷코리아,"中 전기차 샤오펑, 노르웨이에 수출됐다","['전기차', '샤오펑', '노르웨이', '수출']"
머니투데이,"""테슬라는 빼""..고가 전기차는 보조금 제외키로","['테슬라', '빼', '고가', '전기차', '보조금', '제외']"
머니투데이,전기차·수소차로 다 바꿔도 충전 걱정없는 이유,"['전기차', '수소차', '충전', '걱정', '이유']"
지디넷코리아,"현대차, 코나 전기차 화재 사과..""이달 중 조치 발표""","['현대차', '코', '전기차', '화재', '사과', '달', '중', '조치', '발표']"
뉴시스,"세계 완성차업체들, 전기차 시장 선점 '속도'..SW·서비스 중요성 커져","['세계', '완성', '차', '업체', '전기차', '시장', '선점', '속도', '서비스', '중요성']"
